1.013,-4.712,-4.074,-2.789,1.646,1.878;
-0.5635,-2.81,2.885,0.2444,-2.672,4.159;
0.876,-1.688,-8.922,-1.189,-5.808,-1.857;
-1.227,2.114,-6.394,-1.956,9.224,-3.168;
0.501,3.874,-1.936,2.144,-1.739,-0.959;
1.448,1.454,7.095,-7.933,-1.107,-9.048;
0.3345,-1.576,4.235,0.4889,-2.345,3.81;
5.026,7.685,6.512,8.356,-5.075,6.434;
7.108,-1.149,-3.027,-8.433,-8.015,-10.5;
4.362,-1.864,0.946,-2.833,8.901,2.262;
1.396,8.778,0.402,5.811,6.084,0.9357;
0.03926,-2.54,0.931,-2.978,-6.396,-1.303;
2.208,1.603,3.912,7.167,-6.644,8.948;
3.11,2.995,4.672,-0.9222,-6.173,-2.475;
2.587,6.612,2.257,6.289,4.249,4.308;
6.357,-7.944,-5.263,-0.8444,-4.158,6.345;
4.712,-4.949,3.573,-2.467,1.317,5.593;
1.62,-3.313,1.406,1.756,-0.3872,7.427;
5.926,3.665,0.2803,-6.678,4.637,-9.404;
-0.2064,-5.218,3.198,-5.889,2.023,-0.229;
-0.572,1.778,1.08,-5.689,3.493,-7.57;
-3.818,3.286,-0.4003,-2.1,1.067,-5.801;
-3.309,-4.626,5.24,-1.844,1.589,3.484;
-0.8164,-6.531,4.429,-1.244,3.819,7.619;
7.626,-3.804,1.895,-0.3333,7.639,8.597;
-2.299,-5.288,-2.144,2.333,-2.462,8.473;
3.668,-5.829,-5.03,-1.567,1.596,4.421;
0.251,-3.66,6.284,3.356,1.739,10.99;
-1.177,0.1769,-8.078,-4.778,-3.821,-7.691;
-0.5081,-0.0859,-5.257,-0.5,-7.52,-2.115;
3.692,2.378,-3.173,0.3222,1.428,-1.173;
1.428,-2.022,9.352,-1.422,7.692,5.502;
-8.596,4.729,-0.4818,2.522,4.373,-1.47;
-1.457,1.842,-4.997,-0.9556,-4.674,-4.137;
-0.2381,1.413,-4.36,-6.589,0.3776,-9.942;
-0.04035,1.913,-2.001,-2.256,-4.928,-5.374;
5.832,-0.8756,2.019,-4.578,5.744,-0.8895;
4.264,0.7308,2.239,3.522,0.3977,6.61;
-5.001,1.692,-0.6323,-3.933,5.756,-5.8;
-5.864,-1.208,-1.215,-3.689,-3.61,-4.415;
7.502,-0.7987,4.336,-5.767,-4.643,-2.981;
4.109,3.936,-4.607,6.922,-2.314,4.598;
0.5818,5.329,-6.839,7.689,4.331,4.905;
-0.03677,3.468,5.191,0.6333,0.8587,-0.6433;
-8.305,-4.283,-2.511,-2.156,-1.368,1.101;
-0.1801,2.376,1.101,-2.056,3.556,-3.323;
0.5449,-1.351,1.822,-4.156,-7.102,-3.93;
1.267,-6.692,4.022,-1.289,-1.5,7.351;
0.4747,4.565,1.025,4.722,-1.084,2.468;
7.811,4.686,3.302,-0.2556,1.987,-0.6412;
-6.22,-0.9987,0.6113,-1.578,1.178,-1.052;
5.852,0.8321,5.462,3.589,2.769,8.923;
-5.382,0.1013,-1.295,-4.333,-9.109,-7.671;
-3.583,-1.081,-4.075,0.4667,-6.413,0.5256;
2.632,4.1,-3.889,6.844,2.239,5.429;
6.573,-0.5782,-0.2793,2.922,7.581,8.147;
6.085,5.394,-0.2844,-2.167,4.371,-5.584;
7.473,4.128,-3.408,-5.6,-2.12,-11.34;
3.529,4.509,-1.987,-1.789,0.2988,-6.03;
1.537,-0.5154,-4.281,1.5,-2.655,2.17;
-1.491,-2.863,-4.09,3.056,-6.767,5.812;
4.47,2.595,-4.62,3.933,0.3466,2.628;
1.266,3.609,-8.269,7.511,3.826,5.982;
3.254,-3.253,4.087,-9.167,-5.105,-6.606;
3.21,-2.96,-2.646,2.844,-5.585,6.52;
2.106,3.704,-3.748,-0.1333,-5.379,-4.813;
-3.94,-3.118,-3.867,0.6778,-5.358,3.164;
0.1504,-4.328,-5.686,6.778,8.807,15.09;
2.911,-1.844,0.4985,4.022,0.3078,9.029;
0.05815,-3.477,2.697,-5.7,0.2906,-2.184;
-8.363,1.783,-2.451,2.356,4.916,1.844;
-4.467,1.081,-3.95,-4.244,-0.6077,-6.811;
-0.6664,6.567,-6.296,-4.444,2.311,-12.54;
1.712,-2.778,-3.734,4.289,-6.782,7.55;
-1.334,-9.727,2.221,4.411,-6.501,15.84;
0.6655,-1.918,4.532,-6.378,1.934,-3.791;
3.001,2.75,-0.04757,-8.167,4.762,-11.09;
-2.057,1.988,-6.609,6.356,-6.367,4.772;
4.629,4.846,3.393,-2.933,3.631,-5.017;
-0.7326,0.1423,-2.732,-6.344,-0.5224,-8.192;
5.081,-1.559,-7.155,-0.8222,0.2953,-0.2394;
3.192,0.209,7.071,5.144,4.843,11.45;
1.461,-1.629,1.695,-2.178,-2.3,0.137;
5.067,-3.806,-0.7693,6.167,-8.317,12.16;
3.71,0.2218,-5.035,6.211,3.247,8.551;
-8.046,7.896,-1.671,0.9667,-5.227,-8.537;
4.973,4.059,1.954,1.7,-4.686,-0.2268;
-2.737,-5,3.433,-2.433,4.233,3.707;
2.804,2.896,-1.228,-3.989,-2.116,-7.543;
0.7527,0.8538,-1.597,0.4667,2.282,0.9483;
3.535,0.641,-6.254,-0.1444,-1.946,-1.685;
2.633,2.214,-0.06864,0.2556,5.083,0.5149;
-2.36,-2.432,-0.7499,4.111,3.959,9.207;
1.313,1.447,0.7346,-2.856,6.287,-2.572;
-5.004,-4.046,-5.597,3.633,-0.2405,9;
-3.352,-1.699,-2.637,-0.5333,-0.8822,1.077;
4.247,3.996,-4.21,1.067,-0.4124,-2.619;
0.01975,1.853,0.9813,-4.311,1.742,-6.067;
1.518,-7.055,0.843,-4.5,-5.756,1.933;
-3.849,2.044,7.425,-8.4,-2.924,-13.2;
9.611,2.191,-1.108,-3.433,1.175,-4.313;
0.3466,-2.872,-1.239,-6.1,5.321,-3.096;
0.896,-4.141,5.26,4.211,-3.335,11.66;
4.853,2.574,-1.871,-6.722,8.724,-8.565;
-6.673,1.413,4.91,-0.2889,4.094,-1.718;
0.6979,-0.9551,-0.7788,-4.067,-8.554,-5.074;
7.096,-3.483,-5.339,1.944,7.921,7.657;
1.212,-1.953,-5.675,3.778,2.964,7.447;
0.9768,2.41,-2.6,-3.511,-5.986,-7.78;
1.957,1.618,5.684,-4.744,-0.9955,-5.162;
6.613,-6.081,4.942,1.633,-2.433,12.71;
-3.777,5.409,-5.058,3.4,1.774,-0.91;
-3.112,2.242,4.823,0.1444,1.674,-1.106;
4.495,-0.7744,-1.576,3.589,-2.195,6.389;
2.005,-0.3333,4.796,-3.689,5.359,-0.6703;
-4.995,-0.6936,4.994,1.567,-2.333,2.325;
5.218,-0.1526,-1.53,0.04444,7.435,3.125;
-3.109,-5.104,-0.8413,-0.9778,0.2663,4.485;
0.4574,5.791,-2.052,-4.233,0.04858,-11.03;
5.481,-8.891,-9.3,-0.3778,6.717,8.452;
1.273,2.054,0.008155,4.022,5.785,5.518;
-0.9272,5.549,-5.099,-0.8222,6.345,-5.696;
-5.543,-4.535,1.606,-0.2556,0.144,4.348;
1.252,4.756,4.498,-2.478,-0.5479,-6.018;
1.663,7.629,1.033,-5.1,-6.067,-14.37;
-4.892,6.165,1.21,5.889,5.373,2.305;
-2.083,-1.788,-0.8801,-7.378,7.318,-5.843;
-4.524,8.888,1.326,-4.889,5.562,-14.59;
1.474,-5.799,-2.607,-7.156,1.612,-2.311;
3.032,8.841,-5.852,-0.3889,-2.028,-10.54;
-1.983,-5.924,-3.052,1.5,-4.413,7.588;
5.313,0,2.741,-3.478,0.4918,-1.271;
-6.063,1.873,5.862,0.3111,3.559,-1.324;
-2.8,-5.436,-1.608,-7.122,1.486,-2.997;
0.7784,4.546,3.922,1.444,-8.002,-2.453;
-0.3805,7.668,-3.146,1.678,5.699,-4.429;
-7.036,4.041,-4.347,-4.011,-3.343,-10.26;
-3.23,6.655,-9.837,-6.733,-1.385,-16.49;
-4.579,-2.46,8.248,-0.6111,4.053,2.835;
6.666,-2.721,-3.143,-2.867,-5.197,-1.055;
-2.8,-3.158,7.198,-2.511,-1.605,0.7985;
-1.718,4.744,3.032,6.367,-4.38,3.513;
-0.6024,8.383,1.427,-2.978,-2.321,-12.11;
1.356,-4.701,3.917,0.7444,2.638,8.745;
2.361,4.156,-2.869,2.489,-5.591,-1.623;
-3.066,0.7551,-2.065,7.133,4.31,9.649;
2.071,-8.727,4.756,3.278,5.998,17.49;
1.613,-4.171,-5.489,6.311,1.031,12.77;
-1.537,-0.04103,5.274,-5.689,6.985,-4.6;
3.936,1.872,3.03,0.7778,2.542,2.419;
-2.336,-0.2705,7.563,1.278,1.096,3.521;
-2.685,-1.072,-2.736,-6.344,2.877,-6.405;
-6.482,6.306,3.034,1.767,2.394,-4.352;
2.728,5.541,-0.7061,1.344,-2.128,-3.197;
-4.119,-0.9551,4.989,5.189,6.655,9.501;
-1.58,0.7628,-3.37,4.244,-1.139,4.757;
0.3149,3.25,2.375,-7.578,-1.681,-12.15;
-0.9867,6.787,-4.607,-1.4,-1.792,-9.313;
1.622,-3.754,-0.682,1.922,3.76,8.389;
-3.72,7.935,4.371,3.467,4.121,-2.543;
-5.896,-0.7705,-1.315,-1.844,-2.193,-2.175;
5.608,0.5244,-3.274,-2.544,-0.1362,-3.188;
-7.881,-4.606,-1.419,4.6,-1.286,10.24;
4.365,4.836,5.181,-4.356,1.734,-6.67;
-0.9684,1.887,-6.796,0.8667,3.357,-0.4779;
-3.152,3.219,1.121,-5.178,-0.6148,-9.87;
-0.7515,4.917,2.186,-6,-1.505,-12.15;
-1.312,1.228,-4.417,1.544,-4.947,-0.1766;
-3.824,7.521,3.976,3.144,0.007891,-3.407;
4.845,4.268,-3.505,-3.144,-0.01995,-8.056;
1.167,-7.153,2.199,-7.578,3.46,0.09313;
-7.984,-0.3321,6.778,-1.522,-1.859,-3.424;
-3.359,5.809,-2.913,1.189,-0.769,-4.603;
-0.5147,1.237,3.523,-2.678,-1.479,-3.589;
1.283,7.092,4.312,-0.8111,7.113,-4.805;
-0.0454,6.069,4.72,4.233,5.229,2.105;
-7.421,2.844,2.687,-8.289,-5.957,-15.82;
3.843,-2.876,-2.252,7.378,-2.594,13.18;
8.167,-9.113,1.182,3.278,-4.511,16.3;
1.6,-2.31,-2.227,4.056,-3.295,7.838;
-3.363,-1.676,0.1186,3.356,0.1566,6.542;
-3.39,-6.288,-5.244,7.822,-2.974,16.31;
-4.588,3.359,1.023,-1.644,-4.453,-6.503;
-0.2193,0.0141,-8.294,2.667,2.865,3.427;
-4.393,2.562,8.145,1.922,-0.7249,-0.01388;
4.086,5.178,-3.188,-6.989,-0.7015,-14.13;
0.6338,0.9782,-4.316,-1.967,-2.547,-3.97;
1.858,-5.845,3.769,5.278,0.4773,15.61;
-0.8601,0.3282,2.455,3.489,1.454,5.755;
4.762,-0.05513,-0.8451,-1.433,-8.106,-1.821;
-4.814,-1.308,-5.158,-1.344,0.05773,-0.37;
-2.425,-1.418,-0.4064,3.044,3.938,6.755;
-4.203,-2.172,4.808,1.367,0.3913,4.482;
-4.189,-4.181,5.418,-7.044,1.388,-4.203;
-5.092,4.786,-0.0006796,1.333,-8.244,-4.981;
3.304,-5.035,-0.9473,-3.778,-4.783,0.7598;
-4.418,-0.3308,5.033,-0.6111,-6.936,-1.605;
-3.355,-4.782,-1.746,3.678,-5.028,9.093;
0.3509,1.036,-5.138,-1.278,-5.684,-3.939;
-1.715,0.841,-1.716,1.033,4.048,1.707;
0.5238,5.697,4.371,3.133,-1.931,-0.2326;
-4.117,-7.182,1.468,-2.289,-0.9822,4.628;
-3.594,-4.482,-3.959,-0.06667,-0.8282,4.547;
8.382,-1.429,-2.857,0.8333,1.015,3.956;
-3.816,-4.636,-2.522,2.967,1.19,9.153;
4.571,-2.328,-0.5933,0.4444,5.698,5.873;
-1.252,-4.464,-3.204,-1.622,-0.4091,2.782;
-2.261,0.6115,4.33,-2.578,5.066,-1.994;
-0.02643,0.1974,1.795,-4.322,3.302,-3.867;
1.878,-2.288,-2.441,7.8,5.94,14.55;
4.638,-3.065,1.311,5.778,-6.417,11.97;
-1.629,0.2013,1.961,0.6222,5.605,2.663;
2.386,2.579,3.835,0.9889,-1.562,0.8661;
-3.589,-4.531,-2.657,4.689,-3.136,10.45;
4.966,0.409,2.973,2.678,0.1479,6.289;
2.393,-1.309,-8.709,-2.078,7.87,-0.8639;
3.082,-5.603,-1.749,0.9,-0.4743,8.065;
8.749,-4.899,1.38,-8.311,-1.729,-2.558;
-1.199,-5.559,4.738,-6.678,5.429,-0.3135;
-7.347,-1.303,5.477,-1.789,7.862,-0.3801;
-2.35,5.208,1.365,-1.1,3.632,-5.552;
4.785,-1.11,2.724,-3.111,9.453,2.007;
0.2271,4.772,4.644,-3.222,0.1609,-7.228;
-2.762,0.2667,-7.293,-4.044,0.3002,-5.734;
6.458,8.478,-4.839,-6,-2.719,-17.31;
2.263,0.5846,-3.304,-8.6,-3.671,-12.14;
-0.3942,-3.092,2.498,4.278,-3.663,9.533;
-3.088,-0.3564,1.297,2.311,-8.891,2.113;
-3.783,-0.2577,-6.767,8.244,-4.732,10.06;
-2.537,-7.994,0.3058,-4.489,2.27,3.545;
-1.863,-6.418,-4.973,6.2,1.142,15.16;
-0.08497,4.582,-2.779,1.667,5.391,-1.146;
0.7033,5.386,3.585,-1.5,-5.834,-6.875;
2.829,9.578,0.003398,-3.344,3.803,-12.19;
4.754,-4.64,-8.688,-1.4,2.798,2.193;
-3.281,4.383,-1.168,-1.744,-7.026,-8.068;
6.104,-5.638,1.38,-3.222,0.4767,4.667;
-3.269,-2.517,-1.318,-0.1222,0.7059,2.898;
-5.987,-3.645,-1.376,-6.444,1.533,-4.435;
-7.934,1.845,6.572,-4.389,-1.999,-9.468;
-0.4488,1.282,0.02379,3.233,-2.309,3.338;
5.548,5.023,5.674,1.578,-1.96,0.8672;
4.824,-2.691,-2.298,2.633,-3.805,6.603;
4.656,2.249,4.884,9.678,-1.305,13.87;
4.303,3.683,0.1682,1.344,4.703,0.7307;
-5.195,-4.719,-1.383,-0.6889,-3.714,3.318;
-0.4139,8.368,-1.632,-6.311,4.774,-15.56;
-0.6431,-0.4808,-5.761,6.467,-5.929,7.674;
5.919,1.881,-7.302,8.956,1.284,9.011;
0.3187,6.303,-4.42,-0.07778,-2.72,-7.191;
5.338,5.709,-4.273,6.1,-6.888,0.8863;
1.21,1.405,-6.811,0.5,-2.954,-1.871;
-0.4845,-3.171,-4.398,-8.089,4.752,-6.199;
2.371,0.3474,4.801,3.567,4.137,8.029;
3.122,-3.619,-1.491,-3.378,8.201,2.178;
1.22,-0.6795,-8.662,-0.6667,-1.051,-1.277;
2.301,-0.2667,-7.841,-0.2333,-4.992,-1.852;
1.615,4.224,1.001,-7.133,-0.1243,-12.27;
6.058,-6.49,-4.963,0.1111,0.6457,7.158;
-0.08458,3.788,-0.2406,5.4,-4.149,3.183;
2.025,-0.3321,0.2487,-2.9,8.55,-0.2685;
3.416,-1.453,-0.3197,4.756,-6.141,8.123;
-0.8396,2.885,-2.188,2.578,-0.7651,0.6451;
-1.487,-6.508,2.822,7.667,5.799,19.2;
6.231,0.04231,-0.368,7.844,-8.464,10.64;
3.368,1.99,-2.343,1,2.253,0.5469;
-3.628,-1.199,2.419,-0.5889,0.1019,0.923;
2.817,-5.427,-2.023,3.611,-7.261,9.958;
4.637,5.951,-0.7363,4.344,4.263,1.9;
-3.557,-2.771,-3.599,-5.811,0.9362,-4.425;
-5.161,1.233,6.311,8.456,6.064,10.93;
3.51,-0.6628,3.409,-1.111,1.308,2.368;
-4.188,4.787,5.554,-4.7,-4.669,-11.82;
-5.687,1.247,-8.962,-0.03333,4.784,-0.298;
5.141,0.3423,2.154,-7.767,-4.782,-8.607;
5.808,5.891,-0.615,-1.767,0.2503,-6.605;
0.8936,-0.5833,4.483,-1.722,-1.442,0.3047;
-1.481,-1.906,0.1967,-4.522,0.3031,-3.124;
-1.213,4.421,4.32,3.011,-2.605,0.1644;
-1.21,-3.071,2.075,-1.622,5.427,3.278;
6.875,2.035,-5.124,-2.189,-4.394,-5.962;
-2.941,-0.3833,2.631,-5.033,0.663,-5.437;
-1.614,1.319,-6.91,-5.433,-8.212,-10.43;
8.432,-0.8705,1.22,-2.367,3.666,1.891;
1.664,-8.421,3.785,-4.067,2.337,6.382;
-2.149,0.9603,1.217,6.522,0.4995,8.35;
0.9545,-0.4821,7.135,2.167,-1.673,5.908;
5.328,5.035,-1.599,3.067,3.814,0.8647;
-5.438,3.462,1.361,-4.344,3.895,-8.695;
-5.561,-1.038,2.739,0.1444,-2.587,0.5971;
-4.621,5.794,-2.893,1.256,4.077,-3.635;
-1.115,-6.903,-4.104,-4.989,0.7291,1.043;
-2.258,7.205,-3.136,-0.3,2.023,-7.408;
4.605,-3.609,1.391,-2.722,-2.828,2.137;
4.29,-0.1551,-5.697,-0.8556,0.8,-1.057;
1.611,-1.008,0.8875,-9.144,3.373,-8.7;
-4.923,-3.523,-1.84,3.122,3.6,8.553;
6.481,-2.181,-3.287,5.256,8.593,11.71;
0.01633,5.81,4.738,-3.556,-3.243,-9.507;
-2.944,5.927,-2.9,4.6,-0.823,-0.2274;
8.078,2.7,7.844,-7.022,-5.852,-6.521;
-1.188,3.755,-0.3758,0.9667,5.929,-0.8138;
-1.855,-7.031,-0.9708,-7.367,3.553,-1.009;
-3.53,-7.482,-5.909,2.122,-2.47,10.15;
3.142,-4.329,-5.606,4.922,9.577,12.76;
-3.246,-0.8603,-2.503,0,4.304,1.946;
3.446,0.6346,0.8413,-3.433,4.34,-2.334;
4.521,-6.99,-1.848,-1.089,-4.849,6.197;
8.173,0.5962,4.393,-0.2222,3.454,4.718;
3.04,-4.201,6.419,1.278,8.561,11.51;
-4.293,-4.197,-4.172,-1.378,-2.171,2.222;
4.421,-7.628,-3.71,1.389,5.996,11.58;
-9.275,4.873,-8.157,1.533,3.42,-1.92;
-1.264,2.24,-2.207,-6.733,1.488,-10.49;
-5.282,1.203,0.6918,3.767,-3.762,2.853;
4.226,-0.9885,5.015,-0.6333,-0.4596,3.819;
6.915,-1.495,-0.7975,-5.044,6.87,-1.66;
-0.2635,0.6628,-7.684,-3.933,-3.704,-7.111;
1.914,-0.5103,-2.33,1.5,8.521,4.951;
-2.537,0.6026,-0.283,-1.622,-1.28,-2.557;
5.624,-1.973,-4.53,0.4667,3.799,3.659;
6.05,0.4936,8.673,3.411,-2.546,9.488;
-0.5309,-4.806,-0.4696,0.7444,-2.511,6.37;
-7.978,2.785,-6.029,0.07778,-8.918,-4.505;
-2.737,-3.288,-1.119,-1.033,-1.076,2.26;
1.83,7.458,2.304,-2.4,0.8468,-8.874;
-4.061,4.903,2.431,-2.044,-3.945,-8.379;
6.085,-7.835,1.906,6.489,3.349,20.53;
-1.377,-8.418,5.727,3.778,0.1274,15.44;
-0.9453,-2.392,3.78,-3.256,-0.4851,-0.4133;
-3.403,2.554,7.796,-2.456,-0.9893,-5.304;
-1.552,5.405,1.337,1.089,-5.128,-4.442;
8.622,-9.358,-3.537,3.911,6.62,17.15;
3.051,3.373,-1.142,-4.267,3.284,-7.267;
5.02,0.2013,-0.4726,-0.7667,-9.551,-1.314;
6.249,1.01,-0.8515,-1.144,-5.577,-1.819;
-5.309,2.777,-6.274,6.267,-2.602,4.779;
7.411,-2.251,2.008,1.344,-1.873,7.25;
-0.3805,2.909,-5.28,-4.433,2.771,-8.392;
-0.4563,-4.241,4.511,8.867,0.4541,17.94;
-5.309,2.009,5.837,-1.589,2.395,-3.865;
-2.094,6.35,3.399,1.3,-1.261,-4.289;
-2.839,6.29,0.9861,8.011,3.361,5.046;
-1.691,0.3321,-5.193,-3.933,3.046,-4.928;
5.64,0.5692,-2.905,-0.4333,5.026,0.7259;
-7.221,1.815,-5.095,-1.611,3.467,-3.333;
2.557,-5.117,-1.838,1.9,-2.208,8.42;
0.1319,-1.61,-0.8236,1.589,6.408,5.927;
5.624,-2.856,-4.845,-1.056,-2.637,1.176;
-2.187,-0.4449,-3.301,2.833,0.5875,4.497;
-4.933,2.053,4.503,-2.878,-1.758,-6.273;
-3.149,-1.408,0.06354,0.5778,-5.172,1.588;
5.871,-4.655,3.581,1.233,-4.1,9.454;
-0.9104,8.337,9.012,-5.244,-0.7655,-13.56;
-2.52,-0.01282,-2.041,-5.633,0.4773,-6.988;
-2.035,-5.04,4.462,2.833,-1.768,9.818;
5.103,-4.192,2.068,-2.089,-0.1397,4.523;
-0.6774,3.091,6.333,-1.056,-3.251,-3.346;
7.622,-4.681,0.3761,0.4889,0.09101,8.326;
-5.134,1.138,-2.899,-2.344,3.122,-3.667;
-0.1875,-7.758,1.14,-5.622,5.862,3.186;
-4.614,-7.685,-8.887,6.122,4.376,16.98;
-1.071,5.495,-1.988,3.233,4.564,-0.1853;
-5.328,7.053,0.5739,-2.622,-1.806,-11.34;
1.244,-0.9462,-0.8155,-1.956,-1.484,-0.8162;
-0.5583,-6.929,-3.413,-4.167,6.256,3.398;
4.403,5.322,1.478,0.7222,6.538,-0.9387;
-3.963,7.685,2.709,4.244,3.933,-1.455;
2.186,0.8192,7.467,-1.867,2.826,0.8325;
-6.311,-0.4795,-3.42,5.167,3.931,7.989;
0.1091,-1.29,-3.89,-4.156,-3.575,-4.576;
-3.089,2.977,0.2443,0.1333,-2.233,-3.02;
-0.9577,7.514,-6.328,-3.044,4.807,-11.2;
7.806,1.732,2.825,-3.633,5.766,-1.438;
-2.25,-3.176,3.709,1.611,4.019,7.235;
4.07,5.315,-4.423,-1.033,-0.6039,-6.891;
0.1923,-3.803,-2.222,-5.4,2.102,-2.064;
-3.009,2.485,-3.424,6.567,-0.2415,6.064;
4.083,-1.295,-8.463,0.8556,-1.656,0.903;
5.978,0.6474,3.723,7.656,-2.587,12.67;
8.034,0.1,-3.137,1.456,9.493,4.674;
-2.122,4.063,-3.648,0.8667,5.982,-1.809;
8.107,-0.6,-4.268,0.5556,3.544,2.456;
0.7165,5.51,-0.035,7.689,-6.619,4.069;
1.15,0.6154,0.7778,-1.133,-4.171,-1.551;
-1.064,-5.355,0.4149,-2,-4.783,2.938;
-6.726,1.497,-6.873,-7.278,-2.942,-11.59;
2.793,1.781,-5.582,2.5,2.007,1.616;
5.246,2.187,4.867,0.5333,2.631,2.956;
-0.9696,-1.44,-0.3367,1.3,2.291,4.439;
-0.6655,8.422,6.235,2.656,7.616,-1.955;
-2.614,3.353,2.459,7.256,0.7623,6.837;
-8.083,1.94,-2.389,-1.744,5.443,-3.574;
-2.103,-4.01,-2.054,-1.844,-4.047,1.355;
3.176,7.867,3.813,0.8111,-0.1224,-4.401;
6.888,0.8846,0.8814,3.044,2.31,6.317;
-7.166,0.6244,5.439,-6.689,1.837,-9.973;
-2.084,-0.8949,2.382,-6.122,5.804,-5.064;
-0.6327,-2.837,-4.159,4.778,8.21,11.06;
-1.586,-4.374,0.2154,-1.178,1.146,4.024;
-0.02052,1.987,-1.446,1.489,-6.047,-0.6506;
2.813,-6.254,-1.696,-1.9,6.572,6.471;
6.1,-0.4295,-6.641,4.911,1.053,6.38;
0.6963,-0.1256,-3.64,7.711,-2.162,10.13;
0.4675,-5.008,5.857,-2.522,-1.714,4.021;
5.574,3.295,0.003738,3.833,5.946,4.849;
3.563,-2.215,1.441,-5.211,-5.163,-3.319;
4.619,5.353,0.8661,-5.344,-0.3536,-10.49;
-4.027,1.776,-1.676,6.478,-5.095,5.73;
-4.338,1.831,-2.274,5.222,1.284,5.244;
-4.549,6.088,0.05369,-4.911,-1.357,-13.07;
-3.849,-0.4615,0.3857,3.456,2.96,5.862;
7.062,0.2026,1.192,0.2778,7.731,4.684;
-1.611,-2.472,-3.497,-5.489,-1.086,-4.6;
-1.325,-6.101,-1.064,2.3,-3.405,9.37;
0.2346,0.9218,5.612,-0.9,0.9412,0.2541;
-0.8352,-0.9205,-4.339,-3.1,0.9027,-2.803;
8.047,-1.109,0.05844,1.889,0.7942,6.45;
-3.429,1.044,5.564,4.267,6.883,6.534;
-8.123,-8.208,6.077,-5.044,-6.946,-0.7077;
2.233,0.2859,-2.785,2.311,1.182,3.607;
-0.08567,2.005,6.347,1.767,-7.236,0.9797;
